GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT1G15190,0.00452929101330521,FLA19,1,1,protein_coding,na
AT1G48230,0.00452895601961125,AT1G48230,1,1,protein_coding,na
AT1G61130,0.00452812195814577,SCPL32,1,-1,protein_coding,na
AT1G32060,0.00452646555738646,PRK,1,1,protein_coding,na
AT1G63540,0.00452509575996535,AT1G63540,1,1,protein_coding,na
AT1G21520,0.00452355060378069,AT1G21520,1,-1,protein_coding,na
AT3G06190,0.00452239233738339,BPM2,3,-1,protein_coding,na
AT3G11050,0.0045211582708311,FER2,3,1,protein_coding,na
AT1G33530,0.00452059785718576,AT1G33530,1,1,protein_coding,na
AT2G21240,0.00452031493834619,BPC4,2,-1,transcription_factor,BBR/BPC
AT5G19460,0.00451694452619971,NUDT20,5,1,protein_coding,na
AT3G58070,0.00451518769765288,GIS,3,-1,transcription_factor,C2H2
AT5G37750,0.00451345988417731,AT5G37750,5,1,protein_coding,na
AT3G02160,0.00451183684935028,AT3G02160,3,1,protein_coding,na
AT4G18180,0.00451096988048317,AT4G18180,4,1,protein_coding,na
AT1G28490,0.00450998992147904,SYP61,1,1,protein_coding,na
AT2G35990,0.00450781553190682,LOG2,2,1,protein_coding,na
AT1G53500,0.00450702785693435,RHM2,1,-1,protein_coding,na
AT3G44820,0.00450502774831163,AT3G44820,3,-1,protein_coding,na
AT4G36690,0.00450337030213464,U2AF65A,4,-1,protein_coding,na
AT3G54820,0.00450276323994524,PIP2-5,3,1,protein_coding,na
AT3G17980,0.00450121147727358,CAR4,3,1,protein_coding,na
AT3G09430,0.00449973429892584,AT3G09430,3,1,protein_coding,na
AT3G27690,0.00449854323583945,LHCB2.4,3,1,protein_coding,na
AT4G30400,0.00449589165839174,ATL13,4,1,protein_coding,na
AT4G32150,0.00449441325035848,VAMP711,4,-1,protein_coding,na
AT2G42400,0.00449317941638753,VOZ2,2,-1,transcription_factor,VOZ
AT1G72140,0.00448891695404975,NPF5.12,1,1,protein_coding,na
AT4G09130,0.00448878348421201,ATL37,4,1,protein_coding,na
AT4G36640,0.00448647584405229,AT4G36640,4,-1,protein_coding,na
AT5G40770,0.00448391996327549,PHB3,5,-1,protein_coding,na
AT4G04220,0.00448282010135801,AtRLP46,4,1,protein_coding,na
AT5G10430,0.00448217382322811,AGP4,5,-1,protein_coding,na
AT2G18730,0.00448128061018095,DGK3,2,1,protein_coding,na
AT1G63220,0.00447995060631463,AT1G63220,1,1,protein_coding,na
AT5G02770,0.00447974547530564,MOS11,5,-1,protein_coding,na
AT5G22820,0.00447951194423231,AT5G22820,5,-1,protein_coding,na
AT5G13610,0.00447832442655692,AT5G13610,5,1,protein_coding,na
AT5G23970,0.00447644005884606,AT5G23970,5,1,protein_coding,na
AT5G23230,0.00447634923157434,NIC2,5,-1,protein_coding,na
AT1G72125,0.00447216518963303,NPF5.13,1,1,protein_coding,na
AT4G33790,0.00447126827827461,FAR3,4,-1,protein_coding,na
AT4G11030,0.00447071063342373,LACS5,4,1,protein_coding,na
AT5G41000,0.00447038816538226,YSL4,5,1,protein_coding,na
AT1G03910,0.00446992046813684,CTN,1,1,protein_coding,na
AT4G00310,0.00446990244244213,MEE46,4,1,protein_coding,na
AT4G30510,0.00446948820234537,ATG18B,4,-1,protein_coding,na
AT3G11780,0.00446909731165535,AT3G11780,3,-1,protein_coding,na
AT3G61670,0.0044677206380499,AT3G61670,3,1,protein_coding,na
AT1G11120,0.00446702146699321,AT1G11120,1,1,protein_coding,na
AT4G37360,0.00446680249456168,CYP81D2,4,-1,protein_coding,na
AT3G58100,0.00446617549097264,PDCB5,3,-1,protein_coding,na
AT2G26750,0.00446503548391642,AT2G26750,2,-1,protein_coding,na
AT1G12270,0.00446486847528154,HOP1,1,1,protein_coding,na
AT5G27530,0.00446350971279937,AT5G27530,5,1,protein_coding,na
AT2G01320,0.00445928676766434,AT2G01320,2,-1,protein_coding,na
AT1G58235,0.00445843047877947,AT1G58235,1,-1,protein_coding,na
AT1G14130,0.00445827040236836,AT1G14130,1,-1,protein_coding,na
AT1G64040,0.00445635593658058,TOPP3,1,-1,protein_coding,na
AT1G09950,0.00445498595465428,RAS1,1,-1,protein_coding,na
AT4G28050,0.00445265062189033,TET7,4,-1,protein_coding,na
AT2G25737,0.00445221691545913,AT2G25737,2,1,protein_coding,na
AT2G28320,0.00445201520919922,AT2G28320,2,1,protein_coding,na
AT1G27200,0.00444677902288032,AT1G27200,1,-1,protein_coding,na
AT3G14250,0.00444627300512835,AT3G14250,3,-1,protein_coding,na
AT5G12350,0.00444551831128375,AT5G12350,5,1,protein_coding,na
AT2G29560,0.00444551325998767,ENO3,2,1,protein_coding,na
AT1G01680,0.00444394574849383,PUB54,1,-1,protein_coding,na
AT2G39760,0.00444267443628576,BPM3,2,1,protein_coding,na
AT3G56240,0.00444071123903407,CCH,3,-1,protein_coding,na
AT1G62790,0.00443917904293527,AT1G62790,1,1,protein_coding,na
AT5G08180,0.00443893995011484,AT5G08180,5,-1,protein_coding,na
AT5G13070,0.00443812801269807,AT5G13070,5,1,protein_coding,na
AT1G77480,0.0044372963481733,AT1G77480,1,-1,protein_coding,na
AT1G78820,0.00443496242890136,AT1G78820,1,-1,protein_coding,na
AT2G25640,0.00443426912266099,AT2G25640,2,1,protein_coding,na
AT1G35510,0.00443287788481657,OFUT9,1,1,protein_coding,na
AT1G32130,0.00443194434639822,IWS1,1,-1,protein_coding,na
AT5G27460,0.00443028991909072,AT5G27460,5,-1,protein_coding,na
AT1G78930,0.00442650819338702,AT1G78930,1,-1,protein_coding,na
AT4G23640,0.00442614777671284,POT3,4,-1,protein_coding,na
AT2G42650,0.00442492142031067,AT2G42650,2,1,protein_coding,na
AT1G60900,0.00442437076896584,U2AF65B,1,1,protein_coding,na
AT3G63500,0.00442361504552087,OBE4,3,-1,protein_coding,na
AT2G32870,0.00442316052361526,AT2G32870,2,-1,protein_coding,na
AT3G26125,0.00442315265059877,CYP86C2,3,1,protein_coding,na
AT4G05210,0.00442290464173137,LPXD1,4,1,protein_coding,na
AT3G22930,0.00442070183904526,CML11,3,-1,protein_coding,na
AT3G22330,0.00442009036024275,RH53,3,1,protein_coding,na
AT5G24220,0.00442007092067611,AT5G24220,5,1,protein_coding,na
AT5G15710,0.00441952742594931,AT5G15710,5,1,protein_coding,na
AT5G01580,0.00441900096903653,OSH1,5,-1,protein_coding,na
AT4G13930,0.00441846869744917,SHM4,4,-1,protein_coding,na
AT2G15860,0.00441714662664589,AT2G15860,2,-1,protein_coding,na
AT5G14460,0.00441474719998975,AT5G14460,5,-1,protein_coding,na
AT3G12010,0.00441207292234412,AT3G12010,3,1,protein_coding,na
AT3G05770,0.0044116894870147,AT3G05770,3,-1,protein_coding,na
AT1G73970,0.00441133256477214,AT1G73970,1,1,protein_coding,na
AT2G20150,0.00440939032821879,AT2G20150,2,1,protein_coding,na
AT4G09965,0.00440860497161804,AT4G09965,4,-1,protein_coding,na
AT3G54090,0.00440823533257737,FLN1,3,1,protein_coding,na
AT1G09810,0.00440699022775334,ECT11,1,-1,protein_coding,na
AT3G42880,0.00440528035218629,PRK3,3,1,protein_coding,na
AT1G70310,0.00440216486988001,SPDSYN2,1,-1,protein_coding,na
AT2G33735,0.00440200122061443,AT2G33735,2,-1,protein_coding,na
AT1G07175,0.00440045065529388,AT1G07175,1,1,protein_coding,na
AT3G05400,0.00439828172369556,SUGTL5,3,1,transcription_factor,C2H2
AT1G68185,0.00439536351543586,AT1G68185,1,1,protein_coding,na
AT4G34750,0.00439405719052704,AT4G34750,4,1,protein_coding,na
AT2G27800,0.00439314156813803,AT2G27800,2,-1,protein_coding,na
AT4G24960,0.00439283529504686,HVA22D,4,1,protein_coding,na
AT4G24200,0.0043921808083364,AT4G24200,4,-1,protein_coding,na
AT2G34080,0.00439138625293907,AT2G34080,2,-1,protein_coding,na
AT3G02580,0.00438987975729999,STE1,3,1,protein_coding,na
AT2G46735,0.00438920121238297,AT2G46735,2,1,protein_coding,na
AT1G71120,0.00438879753565313,GLIP6,1,-1,protein_coding,na
AT1G66680,0.00438727093983827,AR401,1,-1,protein_coding,na
AT1G21350,0.00438487345271076,AT1G21350,1,-1,protein_coding,na
AT2G21480,0.00438471433371133,AT2G21480,2,-1,protein_coding,na
AT4G02300,0.00438264245554359,PME39,4,-1,protein_coding,na
AT1G09270,0.00438186643047854,IMPA4,1,1,protein_coding,na
AT1G08550,0.00438128865332152,VDE1,1,1,protein_coding,na
AT4G26470,0.00437171528313899,AT4G26470,4,1,protein_coding,na
AT3G49830,0.00437144227081957,AT3G49830,3,1,protein_coding,na
AT2G18600,0.00437118540968343,RCE2,2,-1,protein_coding,na
AT1G04860,0.00437024425272538,UBP2,1,-1,protein_coding,na
AT1G09530,0.00436947690237459,PIF3,1,1,transcription_factor,bHLH
AT3G26490,0.0043690605626256,AT3G26490,3,1,protein_coding,na
AT3G25670,0.00436803368612021,AT3G25670,3,-1,protein_coding,na
AT4G08510,0.00436803356510214,AT4G08510,4,1,protein_coding,na
AT2G27100,0.00436756050357254,SE,2,1,transcription_factor,C2H2
AT3G50685,0.004367441153114,AT3G50685,3,-1,protein_coding,na
AT2G44180,0.00436129463828158,MAP2A,2,-1,protein_coding,na
AT3G25810,0.00436001882555201,TPS24,3,1,protein_coding,na
AT3G52100,0.00435954720617449,AT3G52100,3,1,protein_coding,na
AT4G30480,0.00435954149411629,TPR1,4,1,protein_coding,na
AT4G10210,0.00435871863780699,AT4G10210,4,1,protein_coding,na
AT2G17650,0.00435773850196836,AAE2,2,1,protein_coding,na
AT1G73610,0.00435716760292055,AT1G73610,1,1,protein_coding,na
AT3G11880,0.00435638648826505,AT3G11880,3,1,protein_coding,na
AT5G11070,0.00435595037258122,AT5G11070,5,-1,protein_coding,na
AT2G23150,0.00435485101783716,NRAMP3,2,-1,protein_coding,na
AT3G27640,0.00435328032867744,AT3G27640,3,1,protein_coding,na
AT1G52870,0.0043528592400312,AT1G52870,1,1,protein_coding,na
AT1G51355,0.00435042957558019,SMR9,1,1,protein_coding,na
AT4G22160,0.00435040200355449,AT4G22160,4,1,protein_coding,na
AT3G22104,0.00435011581368897,AT3G22104,3,1,protein_coding,na
AT4G39790,0.00434980586436009,AT4G39790,4,-1,protein_coding,na
AT4G32360,0.00434975259677663,MFDR,4,1,protein_coding,na
AT3G55940,0.00434596767954365,PLC7,3,1,protein_coding,na
AT3G13650,0.0043456900094601,DIR7,3,1,protein_coding,na
AT4G17700,0.00434448506996526,AT4G17700,4,1,protein_coding,na
AT3G13760,0.00434303882789734,AT3G13760,3,1,protein_coding,na
AT1G16460,0.00434244498940021,STR2,1,-1,protein_coding,na
AT1G06200,0.00434116617824909,AT1G06200,1,-1,protein_coding,na
AT3G20395,0.00433662051531584,AT3G20395,3,-1,protein_coding,na
AT2G01175,0.00433600630600878,AT2G01175,2,-1,protein_coding,na
AT4G11560,0.00433549737515347,AT4G11560,4,-1,protein_coding,na
AT4G18150,0.00433228033737337,AT4G18150,4,1,protein_coding,na
AT3G46690,0.00433199001106143,UGT76E4,3,-1,protein_coding,na
AT1G66780,0.00433175551276899,DTX8,1,1,protein_coding,na
AT3G19400,0.00433091708600489,RDL2,3,1,protein_coding,na
AT5G19190,0.00433013463610417,AT5G19190,5,1,protein_coding,na
AT4G13150,0.00432862461544693,AT4G13150,4,-1,protein_coding,na
AT1G32361,0.00432837443931708,ATL81,1,1,protein_coding,na
AT1G32630,0.00432750525770541,AT1G32630,1,1,protein_coding,na
AT1G66180,0.00432296888086285,AT1G66180,1,1,protein_coding,na
AT1G44790,0.0043210842454529,GGCT2;3,1,-1,protein_coding,na
AT3G49110,0.00432086540833447,PER33,3,1,protein_coding,na
AT4G11970,0.00432042211860545,AT4G11970,4,1,protein_coding,na
AT3G26290,0.00432012981033572,CYP71B26,3,-1,protein_coding,na
AT3G16230,0.00431809209185749,AT3G16230,3,1,protein_coding,na
AT4G27610,0.00431766213828984,AT4G27610,4,-1,protein_coding,na
AT3G11220,0.00431756968435495,ELP4,3,-1,protein_coding,na
AT4G38890,0.00431493986098125,AT4G38890,4,-1,protein_coding,na
AT2G03550,0.00431491328728223,CXE7,2,1,protein_coding,na
AT4G29510,0.00431325737816778,PRMT11,4,1,protein_coding,na
AT5G07940,0.00431261327821934,AT5G07940,5,1,protein_coding,na
AT1G20880,0.00431258268490276,AT1G20880,1,-1,protein_coding,na
AT3G13610,0.00431135488530158,F6'H1,3,1,protein_coding,na
AT4G36920,0.00430968467468607,AP2,4,1,transcription_factor,AP2-EREBP
AT1G19660,0.00430891999476277,BBD2,1,-1,protein_coding,na
AT5G06330,0.004308791960049,AT5G06330,5,-1,protein_coding,na
AT4G34050,0.00430823472986422,CCoAOMT1,4,1,protein_coding,na
AT3G18770,0.00430802827040976,ATG13B,3,-1,protein_coding,na
AT3G53140,0.00430709639553886,AT3G53140,3,1,protein_coding,na
AT5G15440,0.00430643473657118,EDL1,5,1,protein_coding,na
AT4G24175,0.00430489844789316,AT4G24175,4,1,protein_coding,na
AT1G20150,0.00430176196155046,SBT5.1,1,-1,protein_coding,na
AT3G07510,0.00430128319339133,AT3G07510,3,-1,protein_coding,na
AT1G27500,0.00430085566742045,AT1G27500,1,-1,protein_coding,na
AT2G39690,0.0043006479466804,AT2G39690,2,1,protein_coding,na
AT4G23460,0.00429901516314511,BETAC-AD,4,-1,protein_coding,na
AT3G04650,0.00429789735812465,AT3G04650,3,1,protein_coding,na
AT1G79940,0.00429694078057629,ERDJ2A,1,1,protein_coding,na
AT2G39900,0.00429623442307414,WLIN2A,2,1,protein_coding,na
AT5G07400,0.00429619735489499,AT5G07400,5,1,protein_coding,na
AT3G13200,0.00429531032915137,EMB2769,3,1,protein_coding,na
AT3G23510,0.00429437306065268,AT3G23510,3,1,protein_coding,na
AT5G22780,0.00429032216611759,ALPHAC-AD,5,-1,protein_coding,na
AT3G06860,0.00428925183657079,MFP2,3,1,protein_coding,na
AT1G76920,0.00428861541869437,SKIP15,1,1,protein_coding,na
AT1G77510,0.00428605008044277,PDIL1-2,1,1,protein_coding,na
AT1G29840,0.00428411236712325,AT1G29840,1,-1,protein_coding,na
AT5G14430,0.00428388462162561,AT5G14430,5,1,protein_coding,na
AT3G17910,0.00428223755156429,SURF1,3,1,protein_coding,na
AT4G27050,0.00428020157076485,AT4G27050,4,-1,protein_coding,na
AT1G06070,0.00427606886322322,AT1G06070,1,-1,transcription_factor,bZIP
AT5G41980,0.00427544560404764,AT5G41980,5,1,protein_coding,na
AT5G27010,0.0042745066308486,AT5G27010,5,-1,protein_coding,na
AT3G25260,0.00427258852158273,NPF4.1,3,1,protein_coding,na
AT1G60430,0.00427195938778134,ARPC3,1,-1,protein_coding,na
AT3G06730,0.00427020874439164,CITRX,3,1,protein_coding,na
AT1G07645,0.00427018913292547,ATDSI-1VOC,1,-1,protein_coding,na
AT4G33460,0.00426762317773914,ABCI10,4,-1,protein_coding,na
AT1G57700,0.00426530809685598,AT1G57700,1,1,protein_coding,na
AT4G05520,0.00426430912140273,EHD2,4,1,protein_coding,na
AT1G62760,0.00425866061376812,PMEI10,1,-1,protein_coding,na
AT3G06640,0.00425803186649092,AT3G06640,3,-1,protein_coding,na
AT2G03590,0.00425692989302616,UPS1,2,1,protein_coding,na
AT1G64760,0.00425603205553934,AT1G64760,1,-1,protein_coding,na
AT2G26560,0.00425425470551867,PLP2,2,-1,protein_coding,na
AT1G34290,0.00425149437982452,AtRLP5,1,1,protein_coding,na
AT2G24615,0.00425146638680481,AT2G24615,2,1,protein_coding,na
AT4G28480,0.00425017063104465,AT4G28480,4,1,protein_coding,na
AT3G61120,0.00424916369758961,AGL13,3,-1,transcription_factor,MADS
AT4G35440,0.00424851478216029,CLC-E,4,-1,protein_coding,na
AT5G02930,0.00424788357067463,AT5G02930,5,1,protein_coding,na
AT1G51360,0.00424692543598606,DABB1,1,1,protein_coding,na
AT2G25240,0.00424644804548056,AT2G25240,2,-1,protein_coding,na
AT1G47960,0.00424359138530465,C/VIF1,1,-1,protein_coding,na
AT4G17100,0.00424321093568264,AT4G17100,4,-1,protein_coding,na
AT1G71020,0.00424197883893332,PUB10,1,-1,protein_coding,na
AT1G25310,0.00424196633354991,MEE8,1,-1,transcription_factor,bHLH
AT1G74350,0.0042384329751578,AT1G74350,1,-1,protein_coding,na
AT5G35690,0.00423500326398225,AT5G35690,5,-1,protein_coding,na
AT5G27810,0.00423256922740967,AT5G27810,5,1,protein_coding,na
AT1G54010,0.00423182470639226,GLL23,1,-1,protein_coding,na
AT5G35730,0.00422970260148847,AT5G35730,5,1,protein_coding,na
AT1G60460,0.00422741359962896,AT1G60460,1,1,protein_coding,na
AT4G37630,0.00422703453810052,CYCD5-1,4,1,protein_coding,na
AT2G27020,0.00422288121543201,PAG1,2,-1,protein_coding,na
AT2G28620,0.00422097591785585,AT2G28620,2,-1,protein_coding,na
AT3G02830,0.00422048166383234,ZFN1,3,1,transcription_factor,C2H2
AT3G61210,0.0042199465965914,AT3G61210,3,-1,protein_coding,na
AT2G33410,0.00421407392850047,AT2G33410,2,1,protein_coding,na
AT2G05990,0.00421366080369693,MOD1,2,1,protein_coding,na
AT1G12672,0.00421161625691883,AT1G12672,1,1,protein_coding,na
AT1G35140,0.00421152000343264,EXL1,1,1,protein_coding,na
AT5G23090,0.00420954060366266,DR1,5,1,transcription_factor,CCAAT-DR1
AT1G63600,0.00420922157310017,AT1G63600,1,1,protein_coding,na
AT3G01540,0.00420852763212181,RH14,3,-1,protein_coding,na
AT1G21210,0.00420663925507847,WAK4,1,1,protein_coding,na
AT4G36600,0.00420549757090155,AT4G36600,4,1,protein_coding,na
AT2G37500,0.00420274929703858,AT2G37500,2,-1,protein_coding,na
AT2G02960,0.00420148270974755,AT2G02960,2,-1,protein_coding,na
AT4G24590,0.00420137953053377,AT4G24590,4,1,protein_coding,na
AT5G16200,0.0041974272729773,AT5G16200,5,-1,protein_coding,na
AT1G28180,0.00419691790385908,AT1G28180,1,-1,protein_coding,na
AT5G03530,0.00419688513849138,RABC2A,5,-1,protein_coding,na
AT3G53920,0.00419647344722678,SIGC,3,-1,protein_coding,na
AT1G74550,0.00419158335132934,CYP98A9,1,1,protein_coding,na
AT3G52170,0.00419096884293382,AT3G52170,3,-1,protein_coding,na
AT1G31780,0.00419060247517899,AT1G31780,1,1,protein_coding,na
AT3G07080,0.00419005904913051,AT3G07080,3,1,protein_coding,na
AT2G19650,0.00418914857066137,AT2G19650,2,-1,protein_coding,na
AT4G00467,0.00418875863147664,AT4G00467,4,-1,protein_coding,na
AT5G03640,0.00418464704801172,AT5G03640,5,1,protein_coding,na
AT2G16780,0.00418445365140544,MSI2,2,-1,protein_coding,na
AT3G11490,0.00418392831547531,ROPGAP4,3,-1,protein_coding,na
AT3G59550,0.00418263400664152,SYN3,3,1,protein_coding,na
AT5G39430,0.00417980164574465,AT5G39430,5,-1,protein_coding,na
AT3G12750,0.00417933039277075,ZIP1,3,-1,protein_coding,na
AT4G05540,0.00417824189244607,AT4G05540,4,-1,protein_coding,na
AT2G35900,0.00417796930790899,AT2G35900,2,-1,protein_coding,na
AT1G44080,0.00417750401632878,AT1G44080,1,-1,protein_coding,na
AT5G22830,0.00417588761883721,MRS2-11,5,1,protein_coding,na
AT1G80400,0.00417495440417816,AT1G80400,1,1,transcription_factor,C3H
AT5G07280,0.0041743369099264,EMS1,5,1,protein_coding,na
AT2G41850,0.0041736605989305,ADPG2,2,-1,protein_coding,na
AT3G51590,0.00417327956217568,LTP12,3,-1,protein_coding,na
AT1G74470,0.0041722332089759,CHLP,1,1,protein_coding,na
AT1G67590,0.00417162807778911,AT1G67590,1,-1,protein_coding,na
AT4G22730,0.00416971227878163,AT4G22730,4,1,protein_coding,na
AT3G55080,0.00416783711360314,AT3G55080,3,-1,protein_coding,na
AT1G55520,0.00416623505073525,TBP2,1,-1,protein_coding,na
AT5G41180,0.00416436929821268,AT5G41180,5,1,protein_coding,na
AT3G12670,0.00416263971269846,emb2742,3,-1,protein_coding,na
AT4G15990,0.00416147443733409,AT4G15990,4,-1,protein_coding,na
AT5G33340,0.00416122816193836,CDR1,5,1,protein_coding,na
AT2G21050,0.00416025229963051,LAX2,2,1,protein_coding,na
AT2G25370,0.00415758192770227,AT2G25370,2,1,protein_coding,na
AT3G22360,0.00415749312708445,AOX1B,3,1,protein_coding,na
AT5G10900,0.0041570726463866,AT5G10900,5,-1,protein_coding,na
AT5G02950,0.00415526185474493,AT5G02950,5,1,protein_coding,na
AT2G01400,0.00415139379628457,AT2G01400,2,1,protein_coding,na
AT2G18150,0.00415078987978225,PER15,2,-1,protein_coding,na
AT1G59840,0.00415000917067935,CCB4,1,1,protein_coding,na
AT1G29690,0.00414895406743897,CAD1,1,-1,protein_coding,na
AT2G15230,0.0041471797085487,LIP1,2,1,protein_coding,na
AT5G25560,0.0041458812838345,AT5G25560,5,1,protein_coding,na
AT1G09812,0.00414039797136854,AT1G09812,1,1,protein_coding,na
AT3G18980,0.00414034364032214,ETP1,3,1,protein_coding,na
AT4G32140,0.00414003363785023,AT4G32140,4,-1,protein_coding,na
AT2G20725,0.00413893424835254,AT2G20725,2,-1,protein_coding,na
AT1G45545,0.00413694898834084,AT1G45545,1,-1,protein_coding,na
AT1G68000,0.0041364903111863,PIS1,1,1,protein_coding,na
AT3G58330,0.00413554921584359,AT3G58330,3,-1,protein_coding,na
AT1G51480,0.00413516969922347,AT1G51480,1,-1,protein_coding,na
AT1G10155,0.00413438700699879,ATPP2-A10,1,-1,protein_coding,na
AT5G13630,0.00413388627393747,CHLH,5,-1,protein_coding,na
AT3G15534,0.00413352597817384,AT3G15534,3,1,protein_coding,na
AT1G66520,0.00413282899250519,pde194,1,-1,protein_coding,na
AT1G75110,0.00413265300568141,RRA2,1,-1,protein_coding,na
AT1G30540,0.0041293970265578,AT1G30540,1,-1,protein_coding,na
AT1G49610,0.00412853748873074,AT1G49610,1,-1,protein_coding,na
AT1G60940,0.00412794784638433,SRK2B,1,-1,protein_coding,na
AT1G13245,0.00412561123344763,RTFL17,1,-1,protein_coding,na
AT1G51580,0.00412267493825146,AT1G51580,1,1,protein_coding,na
AT1G23320,0.0041220098025907,TAR1,1,-1,protein_coding,na
AT1G50580,0.00412190433291259,UGT79B5,1,1,protein_coding,na
AT5G04950,0.00411744917105101,NAS1,5,-1,protein_coding,na
AT1G61060,0.00411670168510798,AT1G61060,1,-1,protein_coding,na
AT1G52510,0.00411475058490093,AT1G52510,1,-1,protein_coding,na
AT1G22120,0.00411452858455708,AT1G22120,1,-1,protein_coding,na
AT2G33845,0.00411098855371882,AT2G33845,2,1,protein_coding,na
AT1G72650,0.00410851987564972,TRFL6,1,1,transcription_factor,MYB-related
AT2G21520,0.00410840261779991,AT2G21520,2,1,protein_coding,na
AT3G19710,0.0041081312479827,BCAT4,3,-1,protein_coding,na
AT2G20880,0.00410536475283633,ERF053,2,1,transcription_factor,AP2-EREBP
AT5G14380,0.00410535963958868,AGP6,5,-1,protein_coding,na
AT1G07370,0.00410432279241499,PCNA,1,1,protein_coding,na
AT4G34200,0.00410304183721061,PGDH1,4,-1,protein_coding,na
AT3G25960,0.00410200258607194,AT3G25960,3,1,protein_coding,na
AT2G21780,0.0041017944248052,AT2G21780,2,1,protein_coding,na
AT3G59320,0.00409669477170715,AT3G59320,3,-1,protein_coding,na
AT1G24540,0.0040956326651638,CYP86C1,1,1,protein_coding,na
AT2G14690,0.00409468877578228,AT2G14690,2,-1,protein_coding,na
AT4G02050,0.00409421020945066,STP7,4,-1,protein_coding,na
AT5G05490,0.00409385033650666,SYN1,5,1,protein_coding,na
AT2G02730,0.00409333057625183,AT2G02730,2,-1,protein_coding,na
AT4G23960,0.00409324351718315,AT4G23960,4,1,protein_coding,na
AT2G23180,0.00409182608409221,CYP96A1,2,1,protein_coding,na
AT3G52910,0.00409156779588967,GRF4,3,-1,transcription_factor,GRF
AT2G26490,0.00409155085073939,JGB,2,1,protein_coding,na
AT3G19553,0.00408869755232613,AT3G19553,3,-1,protein_coding,na
AT5G07190,0.00408847199635217,ATS3,5,1,protein_coding,na
AT4G17170,0.00408768129656673,RABB1C,4,-1,protein_coding,na
AT4G30900,0.00408743509867242,AT4G30900,4,1,protein_coding,na
AT5G27889,0.00408638060668621,AT5G27889,5,1,protein_coding,na
AT5G04250,0.00408622586983114,AT5G04250,5,1,protein_coding,na
AT1G54060,0.00408587011823472,ASIL1,1,1,transcription_factor,Trihelix
AT2G02930,0.0040854051824399,GSTF3,2,-1,protein_coding,na
AT1G18900,0.00408425340433585,AT1G18900,1,1,protein_coding,na
AT3G53410,0.0040842144443209,LUL2,3,-1,protein_coding,na
AT5G16640,0.004080126965069,AT5G16640,5,1,protein_coding,na
AT2G44000,0.00407991710148885,AT2G44000,2,1,protein_coding,na
AT1G02960,0.00407982342512325,AT1G02960,1,-1,protein_coding,na
AT1G14530,0.00407656071179474,THH1,1,-1,protein_coding,na
AT1G65770,0.0040747767182905,AMR1,1,-1,protein_coding,na
AT2G18740,0.00407387302271389,AT2G18740,2,1,protein_coding,na
AT4G24210,0.0040738251006781,GID2,4,1,protein_coding,na
AT1G80560,0.00407281334505468,IMDH2,1,1,protein_coding,na
AT2G33020,0.00407067764841248,AtRLP24,2,-1,protein_coding,na
AT3G27230,0.00406960115966063,AT3G27230,3,1,protein_coding,na
AT5G02560,0.00406838802933404,HTA12,5,1,protein_coding,na
AT5G23720,0.00406636425582727,PHS1,5,1,protein_coding,na
AT5G22420,0.00406445743967016,FAR7,5,1,protein_coding,na
AT1G50870,0.00406396894277011,AT1G50870,1,1,protein_coding,na
AT2G29020,0.00406353488546778,AT2G29020,2,1,protein_coding,na
AT3G42960,0.00406343159001376,TA1,3,-1,protein_coding,na
AT2G25180,0.00406329460010723,ARR12,2,-1,transcription_factor,ARR-B
AT5G11000,0.00406210364137466,AT5G11000,5,-1,protein_coding,na
AT3G56260,0.0040600618699353,AT3G56260,3,-1,protein_coding,na
AT2G44800,0.00405805907642014,AT2G44800,2,1,protein_coding,na
AT5G08335,0.00405757578298968,ICMTB,5,1,protein_coding,na
AT1G16250,0.00405649339468124,AT1G16250,1,1,protein_coding,na
AT2G31740,0.00405622113811291,AT2G31740,2,-1,protein_coding,na
AT1G01560,0.00405523631457782,MPK11,1,1,protein_coding,na
AT3G09440,0.00405449804882438,HSP70-3,3,-1,protein_coding,na
AT1G70430,0.00405432091549832,AT1G70430,1,1,protein_coding,na
AT2G32600,0.00405398333430882,AT2G32600,2,-1,transcription_factor,C2H2
AT5G27740,0.00405103895502558,RFC3,5,1,protein_coding,na
AT4G15910,0.00405067311230115,ATDI21,4,1,protein_coding,na
AT2G20740,0.00404910579871484,TOM2AH3,2,1,protein_coding,na
AT1G23965,0.004047578724753,AT1G23965,1,-1,protein_coding,na
AT2G34200,0.00404685662526154,AT2G34200,2,1,protein_coding,na
AT4G15475,0.00404654811370001,FBL4,4,1,protein_coding,na
AT4G27720,0.00404484382834232,AT4G27720,4,1,protein_coding,na
AT3G15180,0.00404322063513845,AT3G15180,3,1,protein_coding,na
AT4G35540,0.00404274838284249,PTF2,4,1,protein_coding,na
AT5G15570,0.0040422797619526,AT5G15570,5,1,protein_coding,na
AT1G63750,0.00404049687319446,AT1G63750,1,1,protein_coding,na
AT3G26950,0.0040386406524145,AT3G26950,3,-1,protein_coding,na
AT2G26740,0.00403861200983846,ATSEH,2,-1,protein_coding,na
AT2G19620,0.0040377484894035,NDL3,2,-1,protein_coding,na
AT5G41030,0.00403771858050618,TCP6,5,1,transcription_factor,TCP
AT2G04240,0.00403756468250225,XERICO,2,-1,transcription_factor,C3H
AT1G06520,0.00403615462657126,GPAT1,1,-1,protein_coding,na
