GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT1G01530,0.00122226123939696,AGL28,1,-1,transcription_factor,MADS
AT1G78430,0.001222197970582,ICR4,1,1,protein_coding,na
AT1G75200,0.00122211538511645,TYW1,1,-1,protein_coding,na
AT1G66280,0.0012220591897609,BGLU22,1,-1,protein_coding,na
AT1G50560,0.00122193408448252,CYP705A25,1,1,protein_coding,na
AT1G01100,0.00122180952935671,RPP1A,1,-1,protein_coding,na
AT1G48950,0.00122158380114812,AT1G48950,1,1,protein_coding,na
AT1G05910,0.00122152572468611,AT1G05910,1,1,protein_coding,na
AT2G35130,0.0012214806119464,AT2G35130,2,-1,protein_coding,na
AT1G48320,0.00122145068432484,DHNAT1,1,-1,protein_coding,na
AT1G53420,0.00122132809625736,AT1G53420,1,-1,protein_coding,na
AT5G07970,0.00122115762383883,AT5G07970,5,-1,protein_coding,na
AT1G10910,0.00122109585536229,AT1G10910,1,1,protein_coding,na
AT2G38580,0.0012206906907092,AT2G38580,2,1,protein_coding,na
AT2G30090,0.00122068783826895,AT2G30090,2,-1,protein_coding,na
AT1G77700,0.00122034316923091,AT1G77700,1,1,protein_coding,na
AT1G13195,0.00122015178380274,AT1G13195,1,-1,protein_coding,na
AT3G18580,0.00121991129262842,AT3G18580,3,-1,protein_coding,na
AT5G02780,0.00121982360324886,GSTL1,5,1,protein_coding,na
AT3G07720,0.00121964683990542,AT3G07720,3,1,protein_coding,na
AT2G41760,0.00121950931561988,AT2G41760,2,1,protein_coding,na
AT3G11402,0.00121918960743681,AT3G11402,3,1,protein_coding,na
AT2G16019,0.00121906993224474,AT2G16019,2,1,protein_coding,na
AT5G05980,0.00121902510501659,FPGS1,5,-1,protein_coding,na
AT4G11745,0.00121901270366771,AT4G11745,4,-1,protein_coding,na
AT1G23270,0.00121890986832301,AT1G23270,1,-1,protein_coding,na
AT3G29020,0.00121890111332523,MYB110,3,-1,transcription_factor,MYB
AT1G58390,0.0012186459913303,AT1G58390,1,-1,protein_coding,na
AT3G20750,0.0012184871924522,GATA29,3,1,transcription_factor,C2C2-Gata
AT5G42910,0.00121820783451391,BZIP15,5,1,transcription_factor,bZIP
AT1G50050,0.00121806838881203,AT1G50050,1,1,protein_coding,na
AT5G39430,0.00121804221406729,AT5G39430,5,-1,protein_coding,na
AT1G03340,0.00121798576519735,AT1G03340,1,1,protein_coding,na
AT1G07910,0.00121791749974135,ATRNL,1,1,protein_coding,na
AT2G19600,0.00121791230460284,KEA4,2,1,protein_coding,na
AT2G29960,0.00121790311780129,CYP19-4,2,-1,protein_coding,na
AT5G15110,0.00121746084444166,AT5G15110,5,1,protein_coding,na
AT5G07160,0.0012173640235071,AT5G07160,5,-1,transcription_factor,bZIP
AT5G03740,0.0012172785247958,HDT3,5,1,transcription_factor,C2H2
AT4G09610,0.00121694566807426,GASA2,4,-1,protein_coding,na
AT4G24380,0.00121685819157043,AT4G24380,4,1,protein_coding,na
AT2G42470,0.00121642412721455,AT2G42470,2,-1,protein_coding,na
AT3G25760,0.00121614772346377,AOC1,3,1,protein_coding,na
AT4G22505,0.00121568201236656,AT4G22505,4,-1,protein_coding,na
AT1G75170,0.00121526643448292,AT1G75170,1,1,protein_coding,na
AT1G33090,0.00121514552159316,DTX22,1,1,protein_coding,na
AT1G29260,0.00121450891609506,PEX7,1,1,protein_coding,na
AT5G03905,0.00121439856163237,AT5G03905,5,1,protein_coding,na
AT3G45990,0.00121432275031389,ADF11,3,-1,protein_coding,na
AT2G04850,0.00121404079762514,AT2G04850,2,1,protein_coding,na
AT2G35520,0.00121384742559497,DAD2,2,1,protein_coding,na
AT3G12430,0.0012136689533969,AT3G12430,3,-1,protein_coding,na
AT5G24640,0.00121357460305041,AT5G24640,5,1,protein_coding,na
AT1G51810,0.00121341550614034,AT1G51810,1,-1,protein_coding,na
AT4G37120,0.00121320846996123,SMP2,4,1,protein_coding,na
AT4G36370,0.00121287263568098,AT4G36370,4,1,protein_coding,na
AT3G20540,0.00121286918711481,POLGAMMA1,3,1,protein_coding,na
AT3G23540,0.00121249698136163,AT3G23540,3,1,protein_coding,na
AT2G23300,0.0012123193241841,AT2G23300,2,1,protein_coding,na
AT1G22700,0.00121199502052031,PYG7,1,-1,protein_coding,na
AT5G12910,0.00121198653776529,AT5G12910,5,1,protein_coding,na
AT1G12370,0.00121176881181018,PHR1,1,-1,protein_coding,na
AT1G09794,0.00121141891937571,AT1G09794,1,1,protein_coding,na
AT1G64100,0.00121120286222331,AT1G64100,1,1,protein_coding,na
AT3G51330,0.00121112376051216,AT3G51330,3,-1,protein_coding,na
AT5G01810,0.00121066249805792,CIPK15,5,1,protein_coding,na
AT5G15530,0.00121064381009992,BCCP2,5,1,protein_coding,na
AT3G43610,0.00121058822134322,AT3G43610,3,-1,protein_coding,na
AT3G43300,0.00121055254488681,ATMIN7,3,-1,protein_coding,na
AT4G16030,0.00121037062037018,AT4G16030,4,1,protein_coding,na
AT1G51745,0.00121028994882008,AT1G51745,1,1,protein_coding,na
AT1G17980,0.00121024253840014,PAPS1,1,-1,protein_coding,na
AT1G79450,0.00121019267066057,ALIS5,1,1,protein_coding,na
AT1G67690,0.00120990353572376,AT1G67690,1,1,protein_coding,na
AT5G17260,0.00120989525867329,NAC086,5,-1,transcription_factor,NAC
AT4G01950,0.00120971160222944,ATGPAT3,4,-1,protein_coding,na
AT3G29785,0.00120954041626862,AT3G29785,3,-1,protein_coding,na
AT4G30640,0.00120939474402313,FBL19,4,1,protein_coding,na
AT3G45570,0.00120938125226249,AT3G45570,3,-1,protein_coding,na
AT1G29300,0.00120892948762182,UNE1,1,-1,protein_coding,na
AT2G15430,0.00120886843478973,NRPB3,2,1,protein_coding,na
AT1G14750,0.00120878799954539,SDS,1,-1,protein_coding,na
AT4G23670,0.00120869200912633,AT4G23670,4,-1,protein_coding,na
AT1G06080,0.00120867384515478,ADS1,1,1,protein_coding,na
AT4G16620,0.00120853600262679,AT4G16620,4,-1,protein_coding,na
AT5G18400,0.00120821523650185,AT5G18400,5,-1,protein_coding,na
AT2G47500,0.00120814976471709,KIN14I,2,1,protein_coding,na
AT1G11610,0.00120798323012111,CYP71A18,1,-1,protein_coding,na
AT3G09350,0.00120791287952598,Fes1A,3,1,protein_coding,na
AT1G30120,0.00120788175368029,PDH-E1 BETA,1,-1,protein_coding,na
AT1G24220,0.00120780896950781,AT1G24220,1,-1,protein_coding,na
AT1G65200,0.0012078025231299,AT1G65200,1,-1,transcription_factor,C2H2
AT2G39760,0.00120759400575801,BPM3,2,1,protein_coding,na
AT1G79060,0.00120724202738078,AT1G79060,1,1,protein_coding,na
AT4G28040,0.00120719438212892,AT4G28040,4,1,protein_coding,na
AT5G40510,0.00120718798974891,AT5G40510,5,1,protein_coding,na
AT5G07700,0.00120687483301976,MYB76,5,1,transcription_factor,MYB
AT1G63930,0.00120681319153119,ROH1,1,1,protein_coding,na
AT2G34710,0.00120656524754932,ATHB-14,2,-1,transcription_factor,Homeobox
AT1G75980,0.00120642790938287,AT1G75980,1,-1,protein_coding,na
AT1G75780,0.00120629089558931,TUBB1,1,-1,protein_coding,na
AT5G04347,0.00120627876614966,AT5G04347,5,1,protein_coding,na
AT1G28410,0.00120571472926857,AT1G28410,1,-1,protein_coding,na
AT5G41500,0.00120559382088402,AT5G41500,5,1,protein_coding,na
AT3G47340,0.00120557860512405,ASN1,3,-1,protein_coding,na
AT1G28320,0.00120554939593626,DEG15,1,-1,protein_coding,na
AT4G15140,0.00120552188754998,AT4G15140,4,-1,protein_coding,na
AT1G09995,0.00120543392689614,AT1G09995,1,-1,protein_coding,na
AT2G38440,0.00120531332770809,SCAR2,2,1,protein_coding,na
AT3G13898,0.00120515449769103,AT3G13898,3,1,protein_coding,na
AT1G45474,0.001205107050687,LHCA5,1,1,protein_coding,na
AT5G13390,0.00120509966889139,NEF1,5,1,protein_coding,na
AT1G19500,0.00120422831696817,AT1G19500,1,-1,protein_coding,na
AT1G74800,0.00120419781085052,GALT5,1,-1,protein_coding,na
AT4G28480,0.00120408467307201,AT4G28480,4,1,protein_coding,na
AT2G23530,0.00120401834041505,AT2G23530,2,-1,protein_coding,na
AT3G50080,0.0012039871242507,FBL16,3,1,protein_coding,na
AT1G03840,0.00120395824912972,MGP,1,-1,transcription_factor,C2H2
AT3G23180,0.0012036933103869,AT3G23180,3,1,protein_coding,na
AT1G22650,0.00120318357611283,INVD,1,-1,protein_coding,na
AT1G27750,0.00120312741341261,AT1G27750,1,1,protein_coding,na
AT5G11660,0.00120297656350204,AT5G11660,5,1,protein_coding,na
AT1G79930,0.00120291571241592,HSP70-14,1,-1,protein_coding,na
AT3G25716,0.00120280857647486,AT3G25716,3,-1,protein_coding,na
AT3G45673,0.00120276500450859,AT3G45673,3,-1,protein_coding,na
AT4G18110,0.00120257273870986,AT4G18110,4,-1,transcription_factor,C3H
AT5G25000,0.00120208256769755,AT5G25000,5,-1,protein_coding,na
AT1G20760,0.00120191917207295,AT1G20760,1,1,protein_coding,na
AT4G30825,0.00120185748984649,AT4G30825,4,1,protein_coding,na
AT3G46820,0.00120142706654907,TOPP5,3,-1,protein_coding,na
AT5G43280,0.00120071861997312,DCI1,5,1,protein_coding,na
AT1G34315,0.00120063149591341,AT1G34315,1,-1,protein_coding,na
AT5G37350,0.00120061071026878,AT5G37350,5,1,protein_coding,na
AT2G17160,0.00120053308473611,AT2G17160,2,1,protein_coding,na
AT5G27910,0.00120038406590111,NFYC8,5,-1,transcription_factor,CCAAT-HAP5
AT1G26761,0.00120015515902899,AT1G26761,1,-1,protein_coding,na
AT2G18915,0.00119983606482758,ADO2,2,-1,protein_coding,na
AT3G56860,0.00119967863943607,UBA2A,3,-1,protein_coding,na
AT3G10200,0.00119945639897428,AT3G10200,3,1,protein_coding,na
AT1G78360,0.00119941816466266,ATGSTU21,1,-1,protein_coding,na
AT1G20610,0.00119919396391011,CYCB2-3,1,-1,protein_coding,na
AT4G22700,0.00119890571046467,LBD32,4,1,protein_coding,na
AT2G04495,0.00119885247756341,AT2G04495,2,1,protein_coding,na
AT4G30960,0.00119846136239822,CIPK6,4,1,protein_coding,na
AT1G43000,0.0011983266734339,AT1G43000,1,1,protein_coding,na
AT1G31820,0.00119810423832281,AT1G31820,1,-1,protein_coding,na
AT2G02070,0.00119788993980424,IDD5,2,1,transcription_factor,C2H2
AT5G07990,0.00119758349792216,CYP75B1,5,1,protein_coding,na
AT2G06908,0.00119740440033527,AT2G06908,2,1,protein_coding,na
AT2G39100,0.00119733688521316,AT2G39100,2,1,transcription_factor,C3H
AT5G18930,0.00119716764277999,SAMDC4,5,-1,protein_coding,na
AT4G16141,0.00119709020867041,AT4G16141,4,-1,transcription_factor,C2C2-GATA
AT1G53140,0.00119653931546873,DRP5A,1,1,protein_coding,na
AT2G31390,0.00119626523425255,AT2G31390,2,-1,protein_coding,na
AT5G11470,0.00119593049829952,AT5G11470,5,-1,protein_coding,na
AT4G23150,0.00119582116363872,CRK7,4,1,protein_coding,na
AT2G41190,0.00119571022461638,AVT1A,2,-1,protein_coding,na
AT2G42260,0.00119555065192023,PYM,2,-1,protein_coding,na
AT4G21445,0.00119531091392777,AT4G21445,4,1,protein_coding,na
AT5G10120,0.00119472029349673,EIL4,5,1,transcription_factor,EIL
AT4G32270,0.00119470112688259,AT4G32270,4,-1,protein_coding,na
AT5G40020,0.00119436507762819,AT5G40020,5,-1,protein_coding,na
AT3G52105,0.00119435188192356,AT3G52105,3,1,protein_coding,na
AT2G29600,0.00119415109882856,AT2G29600,2,1,protein_coding,na
AT3G15604,0.00119380405004079,AT3G15604,3,-1,protein_coding,na
AT1G62360,0.00119326996139123,STM,1,-1,transcription_factor,Homeobox
AT1G17260,0.00119310920696863,AHA10,1,1,protein_coding,na
AT4G18500,0.0011929352155566,AT4G18500,4,-1,protein_coding,na
AT1G36280,0.00119287126587216,AT1G36280,1,1,protein_coding,na
AT4G39630,0.0011926787168513,AT4G39630,4,-1,protein_coding,na
AT3G25050,0.00119253999056837,XTH3,3,1,protein_coding,na
AT1G50990,0.00119221564342795,AT1G50990,1,1,protein_coding,na
AT3G19820,0.00119219295587296,DIM,3,-1,protein_coding,na
AT4G27595,0.00119205743175475,AT4G27595,4,-1,protein_coding,na
AT1G72175,0.00119174337299552,AT1G72175,1,1,transcription_factor,C3H
AT3G21100,0.00119152202081927,AT3G21100,3,1,protein_coding,na
AT1G78940,0.00119135598668121,AT1G78940,1,-1,protein_coding,na
AT3G06980,0.00119122887393982,RH50,3,1,protein_coding,na
AT2G44300,0.00119117289286705,AT2G44300,2,-1,protein_coding,na
AT5G11410,0.0011911574446056,AT5G11410,5,-1,protein_coding,na
AT1G31090,0.00119108502765296,AT1G31090,1,1,protein_coding,na
AT2G22942,0.0011908246928855,AT2G22942,2,-1,protein_coding,na
AT2G23360,0.00119037595821339,FPP7,2,1,protein_coding,na
AT4G32790,0.00119036879209071,AT4G32790,4,1,protein_coding,na
AT2G30340,0.0011902804488636,LBD13,2,-1,protein_coding,na
AT1G48520,0.00119006631379075,GATB,1,1,protein_coding,na
AT3G59620,0.0011897723196207,JAL39,3,1,protein_coding,na
AT3G26380,0.00118970881717272,AT3G26380,3,1,protein_coding,na
AT1G71810,0.00118939082938027,AT1G71810,1,-1,protein_coding,na
AT4G13770,0.00118905004976368,CYP83A1,4,-1,protein_coding,na
AT5G03600,0.00118894174492665,AT5G03600,5,1,protein_coding,na
AT2G21450,0.00118889155768285,CHR34,2,-1,protein_coding,na
AT1G55700,0.00118879363697095,AT1G55700,1,1,protein_coding,na
AT3G12410,0.00118863693813671,AT3G12410,3,-1,protein_coding,na
AT5G02850,0.00118855783351155,MED4,5,1,protein_coding,na
AT5G40950,0.00118837155066328,RPL27,5,1,protein_coding,na
AT3G28980,0.00118836267399804,AT3G28980,3,-1,protein_coding,na
AT3G57760,0.00118835025917646,AT3G57760,3,1,protein_coding,na
AT5G14320,0.00118801867480462,RPS13,5,-1,protein_coding,na
AT3G03630,0.00118798086998092,CS26,3,-1,protein_coding,na
AT2G37780,0.00118778667896457,AT2G37780,2,-1,protein_coding,na
AT1G31250,0.00118772661623051,AT1G31250,1,-1,protein_coding,na
AT3G49410,0.00118760016696345,AT3G49410,3,1,protein_coding,na
AT1G48110,0.00118746842568198,ECT7,1,-1,protein_coding,na
AT5G23903,0.00118713063347924,AT5G23903,5,1,protein_coding,na
AT2G04630,0.00118707099465682,NRPB6B,2,-1,protein_coding,na
AT2G27410,0.00118692872298893,AT2G27410,2,-1,protein_coding,na
AT2G42290,0.00118677239930342,AT2G42290,2,-1,protein_coding,na
AT2G36810,0.00118668248709911,SGR6,2,-1,protein_coding,na
AT4G04860,0.00118660704141037,DER2.2,4,1,protein_coding,na
AT1G74030,0.00118658494650403,ENO1,1,-1,protein_coding,na
AT5G25960,0.00118634804546298,AT5G25960,5,-1,protein_coding,na
AT1G03475,0.00118630567951061,CPX1,1,-1,protein_coding,na
AT2G28210,0.00118629148823902,ATACA2,2,1,protein_coding,na
AT1G77405,0.00118625189804078,AT1G77405,1,1,protein_coding,na
AT1G63860,0.00118594018549887,AT1G63860,1,-1,protein_coding,na
AT1G15080,0.00118583652412345,LPP2,1,1,protein_coding,na
AT2G23410,0.00118560093364021,DPS,2,-1,protein_coding,na
AT5G26210,0.0011855390493292,AL4,5,-1,transcription_factor,Alfin-like
AT4G21310,0.0011855064828297,AT4G21310,4,-1,protein_coding,na
AT2G20740,0.00118537160633466,TOM2AH3,2,1,protein_coding,na
AT2G20660,0.00118511535792301,RALFL14,2,1,protein_coding,na
AT1G47389,0.00118508024177826,AT1G47389,1,1,protein_coding,na
AT2G03565,0.00118479979610011,AT2G03565,2,1,protein_coding,na
AT1G72220,0.00118454188690873,ATL54,1,-1,transcription_factor,C3H
AT2G34070,0.00118453037658162,TBL37,2,-1,protein_coding,na
AT4G38670,0.00118418739292715,AT4G38670,4,-1,protein_coding,na
AT1G07795,0.00118400698828206,AT1G07795,1,1,protein_coding,na
AT1G72160,0.00118362655005533,PATL3,1,-1,protein_coding,na
AT3G27200,0.00118338661346493,AT3G27200,3,-1,protein_coding,na
AT3G12140,0.00118337713084036,AT3G12140,3,-1,protein_coding,na
AT1G70670,0.00118293732653943,PXG4,1,1,protein_coding,na
AT2G28650,0.00118255631340258,ATEXO70H8,2,-1,protein_coding,na
AT3G20830,0.00118248336512943,UCNL,3,-1,protein_coding,na
AT3G59680,0.0011824000921803,AT3G59680,3,1,protein_coding,na
AT2G43230,0.00118213783765009,AT2G43230,2,1,protein_coding,na
AT3G25770,0.00118195165049749,AOC2,3,1,protein_coding,na
AT1G30550,0.00118154290453476,AT1G30550,1,-1,protein_coding,na
AT1G01480,0.00118146930118021,ACS2,1,1,protein_coding,na
AT2G20850,0.00118119903644035,SRF1,2,-1,protein_coding,na
AT1G61790,0.00118102194091723,OST3B,1,1,protein_coding,na
AT5G07650,0.00118073047657684,AT5G07650,5,-1,protein_coding,na
AT3G52220,0.00118072366999743,AT3G52220,3,-1,protein_coding,na
AT1G74460,0.00118057928263791,AT1G74460,1,-1,protein_coding,na
AT1G74120,0.00118038717225623,MTERF15,1,-1,protein_coding,na
AT3G53720,0.00118012585912555,CHX20,3,-1,protein_coding,na
AT5G01570,0.00118011523418382,AT5G01570,5,1,protein_coding,na
AT5G38880,0.00118006378891812,AUG5,5,-1,protein_coding,na
AT1G61680,0.00117978061066424,TPS14,1,-1,protein_coding,na
AT1G06100,0.00117966510462498,AT1G06100,1,1,protein_coding,na
AT2G21170,0.00117965081076432,TIM,2,-1,protein_coding,na
AT4G19003,0.0011792285312276,VPS25,4,-1,protein_coding,na
AT3G23950,0.00117860402618739,AT3G23950,3,-1,protein_coding,na
AT4G17170,0.0011783934627613,RABB1C,4,-1,protein_coding,na
AT3G14520,0.00117817505291181,TPS18,3,-1,protein_coding,na
AT1G20960,0.00117769037759022,BRR2A,1,-1,protein_coding,na
AT1G60810,0.00117728823917315,ACLA-2,1,-1,protein_coding,na
AT1G11920,0.00117722980363292,AT1G11920,1,-1,protein_coding,na
AT1G14490,0.00117719569839783,AT1G14490,1,-1,protein_coding,na
AT3G53460,0.00117676574383025,CP29,3,-1,protein_coding,na
AT1G21760,0.0011767353615993,SKIP32,1,1,protein_coding,na
AT2G32410,0.00117644722041808,AXL1,2,1,protein_coding,na
AT4G00238,0.00117600399020721,STKL1,4,-1,protein_coding,na
AT1G73830,0.00117593716837432,BEE3,1,1,transcription_factor,bHLH
AT3G29152,0.00117570113739755,AT3G29152,3,-1,protein_coding,na
AT3G05975,0.00117524986236442,AT3G05975,3,-1,protein_coding,na
AT4G33465,0.00117511172460557,SCRL22,4,1,protein_coding,na
AT1G36310,0.00117459263404686,AT1G36310,1,1,protein_coding,na
AT1G50360,0.00117436398711625,VIII-A,1,1,protein_coding,na
AT3G17600,0.00117405476611494,IAA31,3,-1,protein_coding,na
AT3G02360,0.00117392756842878,AT3G02360,3,1,protein_coding,na
AT2G46050,0.00117391566557461,PCMP-E39,2,1,protein_coding,na
AT4G18270,0.00117389144957146,ATTRANS 11,4,-1,protein_coding,na
AT4G14723,0.00117339051539244,EPFL4,4,1,protein_coding,na
AT5G22080,0.00117305664815263,AT5G22080,5,-1,protein_coding,na
AT5G12220,0.00117285369336253,AT5G12220,5,1,protein_coding,na
AT5G15640,0.00117283783461315,AT5G15640,5,1,protein_coding,na
AT5G12250,0.00117270790733628,TUBB6,5,-1,protein_coding,na
AT1G12520,0.00117248508773972,CCS,1,-1,protein_coding,na
AT5G33300,0.00117211241753378,AT5G33300,5,-1,protein_coding,na
AT2G46000,0.00117130143688906,AT2G46000,2,-1,protein_coding,na
AT5G01850,0.00117112430104057,AT5G01850,5,1,protein_coding,na
AT4G00850,0.00117093354576581,GIF3,4,1,protein_coding,na
AT3G03500,0.00117072051285424,AT3G03500,3,1,protein_coding,na
AT5G10890,0.00117040502010747,AT5G10890,5,-1,protein_coding,na
AT4G14400,0.00116967813024587,ACD6,4,1,protein_coding,na
AT2G22475,0.00116951053445641,GEM,2,1,protein_coding,na
AT1G51550,0.00116932326795653,AT1G51550,1,-1,protein_coding,na
AT2G02970,0.00116915797714037,APY6,2,-1,protein_coding,na
AT2G34900,0.00116890135163402,GTE1,2,-1,protein_coding,na
AT3G55520,0.00116878001076972,FKBP20-1,3,1,protein_coding,na
AT4G28680,0.00116817746607265,TYRDC,4,1,protein_coding,na
AT4G08310,0.0011681684779554,AT4G08310,4,-1,protein_coding,na
AT3G47600,0.00116815341913707,MYB94,3,-1,transcription_factor,MYB
AT5G19290,0.00116792213366417,AT5G19290,5,1,protein_coding,na
AT1G14280,0.00116761769619792,PKS2,1,1,protein_coding,na
AT2G18960,0.00116751918858573,AHA1,2,1,protein_coding,na
AT1G48590,0.00116734030965748,CAR5,1,1,protein_coding,na
AT1G06350,0.00116721407667379,AT1G06350,1,-1,protein_coding,na
AT3G20190,0.00116704659251422,PRK4,3,1,protein_coding,na
AT1G59630,0.00116662095309883,AT1G59630,1,-1,protein_coding,na
AT1G69800,0.001166591372216,AT1G69800,1,-1,protein_coding,na
AT3G52080,0.00116640368439418,CHX28,3,1,protein_coding,na
AT1G20620,0.00116578149987853,CAT3,1,1,protein_coding,na
AT3G24670,0.00116575164519177,AT3G24670,3,-1,protein_coding,na
AT4G23790,0.00116573143526619,TBL24,4,1,protein_coding,na
AT4G02860,0.00116537033709657,AT4G02860,4,-1,protein_coding,na
AT2G26000,0.00116516311472719,BRIZ2,2,1,protein_coding,na
AT2G03760,0.00116499786664998,SOT12,2,-1,protein_coding,na
AT3G03360,0.00116498906405367,AT3G03360,3,1,protein_coding,na
AT3G43505,0.00116471849521423,LCR30,3,-1,protein_coding,na
AT3G29830,0.00116462059886768,AT3G29830,3,1,protein_coding,na
AT1G50580,0.00116414901288131,UGT79B5,1,1,protein_coding,na
AT3G48970,0.00116384955898399,HIPP31,3,-1,protein_coding,na
AT4G36060,0.00116383279707299,bHLH11,4,1,transcription_factor,bHLH
AT4G33010,0.00116366793929933,GLDP1,4,-1,protein_coding,na
AT1G28600,0.00116264306428594,AT1G28600,1,-1,protein_coding,na
AT5G25770,0.00116258173374994,AT5G25770,5,-1,protein_coding,na
AT4G10190,0.0011624704041401,AT4G10190,4,1,protein_coding,na
AT1G11780,0.00116242382292084,AT1G11780,1,-1,protein_coding,na
AT5G10860,0.00116222248353177,CBSX3,5,-1,protein_coding,na
AT3G48860,0.00116214830985027,SCD2,3,1,protein_coding,na
AT4G18470,0.00116212320597525,SNI1,4,1,protein_coding,na
AT4G13880,0.00116200665959658,AtRLP48,4,1,protein_coding,na
AT1G11460,0.00116200539475669,AT1G11460,1,1,protein_coding,na
AT1G13800,0.00116192234507871,AT1G13800,1,-1,protein_coding,na
AT2G43880,0.00116186414494701,AT2G43880,2,1,protein_coding,na
AT4G13080,0.0011613998342398,XTH1,4,-1,protein_coding,na
AT1G47870,0.00116109652096622,E2FC,1,1,transcription_factor,E2F-DP
AT3G43810,0.00116067904815556,CAM7,3,-1,protein_coding,na
AT3G10190,0.00116058771066962,CML36,3,1,protein_coding,na
AT1G18800,0.00116047649252839,NRP2,1,-1,protein_coding,na
AT1G19715,0.00116026572789904,JAL3,1,-1,protein_coding,na
AT3G27890,0.00116013953890581,NQR,3,-1,protein_coding,na
AT2G04080,0.00115993505578206,DTX2,2,-1,protein_coding,na
AT4G17640,0.00115976499537807,CKB2,4,1,protein_coding,na
AT1G62960,0.00115966222742428,ACS10,1,-1,protein_coding,na
AT4G00525,0.0011596419067163,AT4G00525,4,1,protein_coding,na
AT2G17900,0.00115934569195366,SDG37,2,-1,protein_coding,na
AT3G60910,0.001159326369137,AT3G60910,3,1,protein_coding,na
AT3G44340,0.00115888808507263,CEF,3,-1,protein_coding,na
AT4G01510,0.00115842853714592,ARV2,4,1,protein_coding,na
AT1G45403,0.00115830941069401,AT1G45403,1,1,protein_coding,na
AT3G21260,0.00115785579194376,GLTP3,3,-1,protein_coding,na
AT3G04160,0.00115731454278358,AT3G04160,3,-1,protein_coding,na
AT4G22270,0.00115696767708438,MRB1,4,1,protein_coding,na
AT1G51538,0.00115696429232715,AT1G51538,1,1,protein_coding,na
AT1G62940,0.00115688549426371,4CLL1,1,1,protein_coding,na
AT1G55640,0.00115682340569699,PRA1G1,1,1,protein_coding,na
AT1G77520,0.00115675823191977,AT1G77520,1,1,protein_coding,na
AT2G02170,0.00115675163718721,AT2G02170,2,-1,protein_coding,na
AT3G07450,0.0011567258993375,AT3G07450,3,-1,protein_coding,na
AT1G30060,0.00115671642923373,AT1G30060,1,-1,protein_coding,na
AT1G70830,0.00115665332813105,MLP28,1,-1,protein_coding,na
AT1G09480,0.00115635027736145,AT1G09480,1,1,protein_coding,na
AT4G05090,0.0011560991276855,AT4G05090,4,1,protein_coding,na
AT3G63440,0.00115568685122711,CKX6,3,1,protein_coding,na
AT1G54560,0.00115562365258094,XI-E,1,-1,protein_coding,na
AT3G18300,0.00115558054761293,AT3G18300,3,1,protein_coding,na
AT4G18780,0.00115553228139008,CESA8,4,-1,protein_coding,na
AT1G20630,0.00115535503595201,CAT1,1,1,protein_coding,na
AT2G46860,0.00115525167974761,PPA3,2,1,protein_coding,na
AT5G19860,0.00115503851455087,AT5G19860,5,-1,protein_coding,na
AT2G40300,0.00115503800063278,FER4,2,-1,protein_coding,na
AT1G57540,0.00115499220880529,AT1G57540,1,-1,protein_coding,na
AT3G43500,0.00115486548793717,AT3G43500,3,-1,protein_coding,na
AT4G11680,0.00115479716918565,AT4G11680,4,-1,protein_coding,na
AT1G50370,0.00115443594307184,FYPP1,1,1,protein_coding,na
AT4G37370,0.00115437063526032,CYP81D8,4,-1,protein_coding,na
AT1G11060,0.00115431620520039,AT1G11060,1,1,protein_coding,na
AT3G45160,0.00115409487561257,AT3G45160,3,-1,protein_coding,na
AT4G00695,0.00115395549064476,AT4G00695,4,1,protein_coding,na
AT4G16530,0.00115386246133059,AT4G16530,4,1,protein_coding,na
AT2G45320,0.00115377905993586,AT2G45320,2,-1,protein_coding,na
AT4G39650,0.0011537688836591,GGT2,4,1,protein_coding,na
AT2G35250,0.00115364333480932,AT2G35250,2,-1,protein_coding,na
AT2G27430,0.00115341400028103,AT2G27430,2,-1,protein_coding,na
AT1G20740,0.00115335323962636,AT1G20740,1,1,protein_coding,na
AT1G56553,0.00115327725790411,AT1G56553,1,1,protein_coding,na
AT1G17410,0.00115324597454831,AT1G17410,1,-1,protein_coding,na
AT1G23205,0.00115308753969908,AT1G23205,1,-1,protein_coding,na
AT2G01790,0.00115300885879263,AT2G01790,2,-1,protein_coding,na
AT2G37210,0.00115288822684099,AT2G37210,2,-1,protein_coding,na
AT5G23020,0.00115274425604395,MAM3,5,1,protein_coding,na
AT4G00500,0.0011526280618622,AT4G00500,4,-1,protein_coding,na
AT3G04970,0.00115242963929146,PAT17,3,1,protein_coding,na
AT2G43580,0.00115232721150267,AT2G43580,2,-1,protein_coding,na
AT3G04350,0.00115225956810568,AT3G04350,3,-1,protein_coding,na
AT1G16250,0.00115222971824635,AT1G16250,1,1,protein_coding,na
AT2G41890,0.00115202956113111,SD31,2,-1,protein_coding,na
AT1G04750,0.0011520142616866,VAMP721,1,-1,protein_coding,na
AT2G46160,0.00115195483207725,ATL67,2,1,protein_coding,na
AT1G10650,0.00115170814029349,AT1G10650,1,-1,protein_coding,na
AT4G04920,0.00115153791835959,MED16,4,1,protein_coding,na
AT4G27540,0.00115149622302312,PRA1H,4,-1,protein_coding,na
AT3G04550,0.00115136425921132,RAF1.2,3,1,protein_coding,na
AT5G15450,0.00115092169538797,CLPB3,5,-1,protein_coding,na
AT3G05160,0.00115075533511497,AT3G05160,3,-1,transcription_factor,C2H2
