Ensembl.Gene.ID,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT5G67390,AT5G67390,5,-1,protein_coding,na
AT1G19680,AT1G19680,1,1,protein_coding,na
AT4G25180,AT4G25180,4,-1,protein_coding,na
AT1G15550,GA3OX1,1,-1,protein_coding,na
AT5G37500,GORK,5,-1,protein_coding,na
AT5G54260,MRE11,5,1,protein_coding,na
AT4G31850,PGR3,4,1,protein_coding,na
AT1G21550,CML44,1,-1,protein_coding,na
AT1G64890,AT1G64890,1,1,protein_coding,na
AT3G56860,UBA2A,3,-1,protein_coding,na
AT4G21520,AT4G21520,4,-1,protein_coding,na
AT1G17690,NOF1,1,-1,protein_coding,na
AT5G17690,TFL2,5,-1,protein_coding,na
AT4G24960,HVA22D,4,1,protein_coding,na
AT5G37240,AT5G37240,5,-1,protein_coding,na
AT1G71450,ERF021,1,1,transcription_factor,AP2-EREBP
AT2G37710,LECRK41,2,-1,protein_coding,na
ATCG00680,PSBB,Pt,1,protein_coding,na
AT2G36220,AT2G36220,2,1,protein_coding,na
AT5G23850,AT5G23850,5,1,protein_coding,na
AT1G79170,AT1G79170,1,1,protein_coding,na
AT2G29740,UGT71C2,2,1,protein_coding,na
AT5G39280,EXPA23,5,-1,protein_coding,na
AT1G29355,AT1G29355,1,1,protein_coding,na
AT1G57943,PUP17,1,-1,protein_coding,na
AT3G59360,UTR6,3,-1,protein_coding,na
AT2G30620,AT2G30620,2,1,protein_coding,na
AT1G32585,VQ5,1,-1,protein_coding,na
AT5G37010,AT5G37010,5,-1,protein_coding,na
AT2G36210,AT2G36210,2,-1,protein_coding,na
AT4G14540,NFYB3,4,1,transcription_factor,CCAAT-HAP3
AT1G03310,ISA2,1,1,protein_coding,na
AT5G38980,AT5G38980,5,1,protein_coding,na
AT1G17235,RTFL11,1,1,protein_coding,na
AT4G07820,AT4G07820,4,-1,protein_coding,na
AT1G71210,AT1G71210,1,-1,protein_coding,na
AT4G01560,MEE49,4,-1,protein_coding,na
AT1G09910,AT1G09910,1,-1,protein_coding,na
AT2G19450,DGAT1,2,1,protein_coding,na
AT5G63860,UVR8,5,-1,protein_coding,na
AT5G11740,AGP15,5,1,protein_coding,na
AT4G25150,AT4G25150,4,-1,protein_coding,na
AT3G01940,AT3G01940,3,-1,protein_coding,na
AT3G58090,DIR17,3,-1,protein_coding,na
AT4G37840,HKL3,4,-1,protein_coding,na
AT4G38775,AT4G38775,4,1,protein_coding,na
AT2G33845,AT2G33845,2,1,protein_coding,na
AT1G13100,CYP71B29,1,1,protein_coding,na
AT5G56310,PCMP-E13,5,1,protein_coding,na
AT5G43180,AT5G43180,5,-1,protein_coding,na
AT2G01680,AT2G01680,2,1,protein_coding,na
AT3G18215,AT3G18215,3,1,protein_coding,na
AT5G05965,AT5G05965,5,-1,protein_coding,na
AT5G49470,AT5G49470,5,1,protein_coding,na
AT2G02765,AT2G02765,2,-1,protein_coding,na
AT3G27831,AT3G27831,3,-1,protein_coding,na
AT2G41530,SFGH,2,-1,protein_coding,na
AT2G39470,PNSL1,2,1,protein_coding,na
AT1G05620,URH2,1,1,protein_coding,na
AT1G73310,SCPL4,1,-1,protein_coding,na
AT4G35070,AT4G35070,4,1,protein_coding,na
AT5G25570,AT5G25570,5,1,protein_coding,na
AT1G43970,AT1G43970,1,1,protein_coding,na
AT5G48130,AT5G48130,5,1,protein_coding,na
AT5G02630,AT5G02630,5,1,protein_coding,na
AT3G56870,AT3G56870,3,1,protein_coding,na
AT2G42870,PAR1,2,-1,protein_coding,na
AT4G16640,1MMP,4,-1,protein_coding,na
AT1G28360,ERF12,1,1,transcription_factor,AP2-EREBP
AT1G30040,GA2OX2,1,1,protein_coding,na
AT3G07020,UGT80A2,3,-1,protein_coding,na
AT3G28990,AT3G28990,3,-1,protein_coding,na
AT1G53887,AT1G53887,1,-1,protein_coding,na
AT1G52190,NPF1.2,1,1,protein_coding,na
AT5G17060,ATARFB1B,5,1,protein_coding,na
AT2G27020,PAG1,2,-1,protein_coding,na
AT5G60840,AT5G60840,5,-1,protein_coding,na
AT1G05960,AT1G05960,1,-1,protein_coding,na
AT3G02550,LBD41,3,-1,protein_coding,na
AT1G04360,ATL1,1,-1,transcription_factor,C3H
AT4G18425,DMP4,4,-1,protein_coding,na
AT1G13400,JGL,1,1,transcription_factor,C2H2
AT1G54130,RSH3,1,1,protein_coding,na
AT3G29034,AT3G29034,3,-1,protein_coding,na
AT4G20535,AT4G20535,4,1,protein_coding,na
AT4G13320,AT4G13320,4,1,protein_coding,na
AT3G12345,AT3G12345,3,-1,protein_coding,na
AT5G04550,AT5G04550,5,-1,protein_coding,na
AT2G41600,AT2G41600,2,-1,protein_coding,na
AT1G64600,AT1G64600,1,1,protein_coding,na
AT4G18180,AT4G18180,4,1,protein_coding,na
AT5G62220,XLT2,5,-1,protein_coding,na
AT4G20800,AT4G20800,4,1,protein_coding,na
AT3G51600,LTP5,3,-1,protein_coding,na
AT2G16280,KCS9,2,1,protein_coding,na
AT2G34470,UREG,2,-1,protein_coding,na
AT2G28890,PLL4,2,-1,protein_coding,na
AT1G62110,AT1G62110,1,-1,protein_coding,na
AT4G00200,AHL7,4,-1,protein_coding,na
AT1G06645,AT1G06645,1,1,protein_coding,na
AT5G53090,AT5G53090,5,1,protein_coding,na
AT3G60040,AT3G60040,3,-1,protein_coding,na
AT4G16250,PHYD,4,-1,protein_coding,na
AT5G27730,AT5G27730,5,1,protein_coding,na
AT5G25755,AT5G25755,5,-1,protein_coding,na
AT2G45320,AT2G45320,2,-1,protein_coding,na
AT5G21120,EIL2,5,1,transcription_factor,EIL
AT1G47603,ATPUP19,1,-1,protein_coding,na
AT5G52720,AT5G52720,5,1,protein_coding,na
AT2G10450,AT2G10450,2,1,protein_coding,na
AT2G28460,AT2G28460,2,1,protein_coding,na
AT4G38520,AT4G38520,4,-1,protein_coding,na
AT2G42230,AT2G42230,2,-1,protein_coding,na
AT4G29880,PIRL7,4,-1,protein_coding,na
AT5G24355,AT5G24355,5,-1,protein_coding,na
AT1G59890,SNL5,1,1,protein_coding,na
AT3G48960,RPL13C,3,-1,protein_coding,na
AT5G41290,CRRSP58,5,1,protein_coding,na
AT4G07940,AT4G07940,4,1,protein_coding,na
AT5G09660,PMDH2,5,-1,protein_coding,na
AT1G75850,VPS35B,1,-1,protein_coding,na
AT5G62330,AT5G62330,5,1,protein_coding,na
AT1G14200,AT1G14200,1,-1,transcription_factor,C3H
AT1G02740,MRG2,1,-1,protein_coding,na
AT1G34200,AT1G34200,1,1,protein_coding,na
AT4G02370,AT4G02370,4,1,protein_coding,na
AT3G15111,AT3G15111,3,1,protein_coding,na
AT4G25740,RPS10A,4,-1,protein_coding,na
AT2G14680,MEE13,2,1,protein_coding,na
AT3G53300,CYP71B31,3,1,protein_coding,na
AT4G24120,YSL1,4,1,protein_coding,na
AT3G63270,ALP1,3,-1,protein_coding,na
AT1G35890,AT1G35890,1,1,protein_coding,na
ATCG00300,PSBZ,Pt,1,protein_coding,na
AT4G19390,AT4G19390,4,-1,protein_coding,na
AT1G12280,AT1G12280,1,-1,protein_coding,na
AT3G26270,CYP71B25,3,-1,protein_coding,na
AT1G11960,AT1G11960,1,-1,protein_coding,na
AT1G64760,AT1G64760,1,-1,protein_coding,na
AT2G45250,AT2G45250,2,1,protein_coding,na
AT5G58700,PLC4,5,-1,protein_coding,na
AT1G24881,AT1G24881,1,1,protein_coding,na
AT3G57860,GIG1,3,1,protein_coding,na
AT3G46520,ACT12,3,1,protein_coding,na
AT5G60920,COB,5,-1,protein_coding,na
AT5G20370,AT5G20370,5,-1,protein_coding,na
AT2G23120,AT2G23120,2,1,protein_coding,na
AT1G24147,AT1G24147,1,1,protein_coding,na
AT1G45616,AtRLP6,1,-1,protein_coding,na
AT4G35210,AT4G35210,4,1,protein_coding,na
AT1G69440,AGO7,1,-1,protein_coding,na
AT1G60830,AT1G60830,1,-1,protein_coding,na
AT3G02080,RPS19A,3,-1,protein_coding,na
AT3G13280,AT3G13280,3,-1,protein_coding,na
AT1G62220,AT1G62220,1,1,protein_coding,na
AT4G11440,AT4G11440,4,1,protein_coding,na
AT2G17340,AT2G17340,2,-1,protein_coding,na
AT3G25660,GATA,3,-1,protein_coding,na
AT2G37300,AT2G37300,2,-1,protein_coding,na
AT3G44530,HIRA,3,1,protein_coding,na
AT2G19680,AT2G19680,2,1,protein_coding,na
AT3G13960,GRF5,3,1,transcription_factor,GRF
AT5G61130,PDCB1,5,-1,protein_coding,na
AT4G36860,AT4G36860,4,-1,protein_coding,na
AT1G21010,AT1G21010,1,1,protein_coding,na
AT5G58782,AT5G58782,5,-1,protein_coding,na
AT5G48940,RCH1,5,1,protein_coding,na
AT3G14981,AT3G14981,3,1,protein_coding,na
AT4G21890,AT4G21890,4,-1,protein_coding,na
AT1G62340,SBT2.4,1,-1,protein_coding,na
AT5G22320,AT5G22320,5,-1,protein_coding,na
AT1G65020,AT1G65020,1,-1,protein_coding,na
AT5G65420,CYCD4;1,5,-1,protein_coding,na
AT1G78860,AT1G78860,1,-1,protein_coding,na
AT1G77550,AT1G77550,1,-1,protein_coding,na
AT1G21930,AT1G21930,1,1,protein_coding,na
AT2G10020,AT2G10020,2,1,protein_coding,na
AT5G05590,PAI2,5,-1,protein_coding,na
AT5G55507,AT5G55507,5,-1,protein_coding,na
AT5G19440,AT5G19440,5,1,protein_coding,na
AT2G32690,GRP23,2,-1,protein_coding,na
AT3G47360,HSD3,3,1,protein_coding,na
AT1G19880,AT1G19880,1,-1,protein_coding,na
AT5G58520,AT5G58520,5,1,protein_coding,na
AT5G38890,AT5G38890,5,1,protein_coding,na
AT5G27770,RPL22C,5,1,protein_coding,na
AT2G05350,AT2G05350,2,1,protein_coding,na
AT2G25660,emb2410,2,-1,protein_coding,na
AT2G19670,PRMT12,2,-1,protein_coding,na
AT1G14230,APY4,1,1,protein_coding,na
AT5G63320,GTE10,5,-1,protein_coding,na
AT4G29590,AT4G29590,4,-1,protein_coding,na
AT1G47550,SEC3A,1,1,protein_coding,na
AT2G48075,AT2G48075,2,-1,protein_coding,na
AT1G65430,ARI8,1,-1,protein_coding,na
AT1G76010,AT1G76010,1,-1,protein_coding,na
AT4G27580,AT4G27580,4,-1,protein_coding,na
AT3G48030,ATL48,3,-1,protein_coding,na
AT1G07600,MT1A,1,-1,protein_coding,na
AT2G41505,AT2G41505,2,-1,protein_coding,na
AT3G29340,AT3G29340,3,-1,transcription_factor,C2H2
AT2G34850,MEE25,2,-1,protein_coding,na
AT3G06960,TGD4,3,-1,protein_coding,na
AT2G30270,AT2G30270,2,-1,protein_coding,na
AT1G04635,EMB1687,1,1,protein_coding,na
AT1G60913,AT1G60913,1,-1,protein_coding,na
AT4G26860,AT4G26860,4,-1,protein_coding,na
AT3G23805,RALFL24,3,1,protein_coding,na
AT5G06265,AT5G06265,5,1,protein_coding,na
AT1G52290,PERK15,1,-1,protein_coding,na
AT5G24590,NAC091,5,-1,transcription_factor,NAC
AT3G24514,AT3G24514,3,1,protein_coding,na
AT4G04330,RBCX1,4,-1,protein_coding,na
AT2G07732,AT2G07732,2,-1,protein_coding,na
AT4G18580,AT4G18580,4,-1,protein_coding,na
AT3G46160,AT3G46160,3,1,protein_coding,na
AT3G59930,AT3G59930,3,-1,protein_coding,na
AT5G24980,AT5G24980,5,1,protein_coding,na
AT2G04780,FLA7,2,1,protein_coding,na
AT5G53530,VPS26A,5,-1,protein_coding,na
AT3G61790,SINAT3,3,-1,protein_coding,na
AT4G34550,AT4G34550,4,1,protein_coding,na
AT3G11000,AT3G11000,3,1,protein_coding,na
AT3G44150,AT3G44150,3,1,protein_coding,na
AT5G28840,GME,5,-1,protein_coding,na
AT4G36690,U2AF65A,4,-1,protein_coding,na
AT4G11930,AT4G11930,4,1,protein_coding,na
AT4G12840,AT4G12840,4,-1,protein_coding,na
AT4G04090,AT4G04090,4,1,protein_coding,na
AT1G29280,WRKY65,1,1,transcription_factor,WRKY
AT3G11300,AT3G11300,3,-1,protein_coding,na
AT1G08000,GATA10,1,-1,transcription_factor,C2C2-Gata
AT3G44950,AT3G44950,3,1,protein_coding,na
AT2G39120,AT2G39120,2,1,protein_coding,na
AT3G55110,ABCG18,3,-1,protein_coding,na
AT1G68420,AT1G68420,1,1,protein_coding,na
AT3G10770,AT3G10770,3,-1,protein_coding,na
AT1G27410,AT1G27410,1,1,protein_coding,na
AT3G24730,AT3G24730,3,-1,protein_coding,na
AT5G16400,TRXF2,5,-1,protein_coding,na
AT4G11543,AT4G11543,4,-1,protein_coding,na
AT3G29970,AT3G29970,3,1,protein_coding,na
AT3G15890,AT3G15890,3,1,protein_coding,na
AT1G33110,DTX21,1,1,protein_coding,na
AT5G03905,AT5G03905,5,1,protein_coding,na
AT2G24650,REM13,2,-1,transcription_factor,REM
AT3G49800,AT3G49800,3,-1,protein_coding,na
AT5G61010,ATEXO70E2,5,1,protein_coding,na
AT2G27070,ARR13,2,-1,transcription_factor,ARR-B
AT1G13360,AT1G13360,1,-1,protein_coding,na
AT1G34560,AT1G34560,1,1,protein_coding,na
AT3G50190,AT3G50190,3,-1,protein_coding,na
AT1G18265,AT1G18265,1,-1,protein_coding,na
AT1G65410,TGD3,1,1,protein_coding,na
AT2G45440,DHDPS2,2,1,protein_coding,na
AT2G17090,SSP,2,-1,protein_coding,na
AT4G09210,AT4G09210,4,1,protein_coding,na
AT1G66890,AT1G66890,1,1,protein_coding,na
AT2G05294,AT2G05294,2,-1,protein_coding,na
AT2G31035,AT2G31035,2,1,protein_coding,na
AT4G11830,PLDGAMMA2,4,-1,protein_coding,na
AT2G41690,HSFB3,2,1,transcription_factor,HSF
AT5G53650,AT5G53650,5,1,protein_coding,na
AT2G38550,FAX3,2,1,protein_coding,na
AT5G18970,AT5G18970,5,-1,protein_coding,na
AT1G50250,FTSH1,1,-1,protein_coding,na
AT5G40180,AT5G40180,5,1,protein_coding,na
AT3G55540,AT3G55540,3,1,protein_coding,na
AT2G47330,RH24,2,-1,protein_coding,na
AT5G46690,BHLH71,5,1,transcription_factor,bHLH
AT5G50200,NRT3.1,5,1,protein_coding,na
AT4G32272,AT4G32272,4,-1,protein_coding,na
AT3G47341,AT3G47341,3,1,protein_coding,na
AT1G74940,AT1G74940,1,1,protein_coding,na
AT4G22035,AT4G22035,4,1,protein_coding,na
AT2G43290,CML5,2,-1,protein_coding,na
AT4G26210,AT4G26210,4,1,protein_coding,na
AT1G55850,CSLE1,1,1,protein_coding,na
AT4G24644,AT4G24644,4,1,protein_coding,na
AT3G47710,PRE4,3,1,transcription_factor,bHLH
AT2G18480,PLT3,2,-1,protein_coding,na
AT5G47010,UPF1,5,1,protein_coding,na
AT2G42670,AT2G42670,2,-1,protein_coding,na
AT2G40570,AT2G40570,2,1,protein_coding,na
AT1G73060,LPA3,1,1,protein_coding,na
AT2G20760,AT2G20760,2,-1,protein_coding,na
AT3G60000,QWRF6,3,1,protein_coding,na
AT5G05910,AT5G05910,5,1,transcription_factor,C3H
AT4G31230,AT4G31230,4,-1,protein_coding,na
AT5G65910,AT5G65910,5,-1,protein_coding,na
AT3G27070,TOM20-1,3,-1,protein_coding,na
AT4G21870,HSP15.4,4,-1,protein_coding,na
AT1G53140,DRP5A,1,1,protein_coding,na
AT2G07658,AT2G07658,2,-1,protein_coding,na
AT1G52240,ROPGEF11,1,-1,protein_coding,na
AT1G58110,AT1G58110,1,-1,protein_coding,na
AT5G40595,AT5G40595,5,1,protein_coding,na
AT4G37608,AT4G37608,4,1,protein_coding,na
AT2G45810,RH6,2,1,protein_coding,na
AT2G16630,AT2G16630,2,1,protein_coding,na
AT4G38495,AT4G38495,4,-1,protein_coding,na
AT2G10965,AT2G10965,2,1,protein_coding,na
AT4G19830,FKBP17-1,4,-1,protein_coding,na
AT4G09520,AT4G09520,4,-1,protein_coding,na
AT5G18933,AT5G18933,5,1,protein_coding,na
AT1G80910,CCZ1B,1,1,protein_coding,na
AT5G66450,AT5G66450,5,1,protein_coding,na
AT1G62010,AT1G62010,1,1,protein_coding,na
AT2G40590,RPS26A,2,-1,protein_coding,na
AT2G43420,3BETAHSD/D3,2,-1,protein_coding,na
AT2G03430,AT2G03430,2,-1,protein_coding,na
AT2G29980,FAD3,2,-1,protein_coding,na
AT3G51790,ATG1,3,-1,protein_coding,na
AT1G17730,CHMP1A,1,1,protein_coding,na
AT3G05935,AT3G05935,3,-1,protein_coding,na
AT4G39510,CYP96A12,4,-1,protein_coding,na
AT1G16020,CCZ1A,1,1,protein_coding,na
AT3G12710,AT3G12710,3,-1,protein_coding,na
AT1G70949,AT1G70949,1,-1,protein_coding,na
AT4G31990,ASP5,4,-1,protein_coding,na
AT3G10850,GLX2-2,3,-1,protein_coding,na
AT5G40640,AT5G40640,5,1,protein_coding,na
AT1G31830,AT1G31830,1,-1,protein_coding,na
AT5G55100,AT5G55100,5,-1,protein_coding,na
AT1G18350,MKK7,1,1,protein_coding,na
AT1G08500,ENODL18,1,1,protein_coding,na
AT4G19905,LCR38,4,-1,protein_coding,na
AT3G48160,E2FE,3,1,transcription_factor,E2F-DP
AT1G13610,AT1G13610,1,-1,protein_coding,na
AT5G04047,AT5G04047,5,-1,protein_coding,na
AT5G63670,SPT42,5,1,protein_coding,na
AT1G12640,LPLAT1,1,-1,protein_coding,na
AT2G36500,CBSCBSPB2,2,1,protein_coding,na
AT3G25130,AT3G25130,3,1,protein_coding,na
AT1G20080,SYT2,1,1,protein_coding,na
AT2G01035,AT2G01035,2,-1,protein_coding,na
AT3G61310,AHL11,3,-1,protein_coding,na
AT2G01730,CPSF73-II,2,1,protein_coding,na
AT1G50290,AT1G50290,1,-1,protein_coding,na
AT5G13450,ATP5,5,-1,protein_coding,na
AT4G11990,AT4G11990,4,-1,protein_coding,na
AT5G48630,AT5G48630,5,-1,protein_coding,na
AT1G50040,AT1G50040,1,1,protein_coding,na
AT3G12990,RRP45A,3,1,protein_coding,na
AT1G26870,FEZ,1,1,transcription_factor,NAC
AT4G27990,YLMG1-2,4,-1,protein_coding,na
AT1G62400,HT1,1,1,protein_coding,na
AT1G14120,AT1G14120,1,-1,protein_coding,na
AT3G59230,AT3G59230,3,-1,protein_coding,na
AT2G34380,SEI3,2,1,protein_coding,na
AT3G52450,PUB22,3,-1,protein_coding,na
AT1G30410,ATMRP13,1,1,protein_coding,na
AT1G60620,ATRPAC43,1,1,protein_coding,na
AT1G30930,AT1G30930,1,-1,protein_coding,na
AT1G66270,BGLU21,1,-1,protein_coding,na
AT1G55080,MED9,1,-1,protein_coding,na
AT3G43670,AT3G43670,3,1,protein_coding,na
AT1G05577,AT1G05577,1,-1,protein_coding,na
AT1G65200,AT1G65200,1,-1,transcription_factor,C2H2
AT3G23370,AT3G23370,3,1,protein_coding,na
AT5G35910,RRP6L2,5,-1,protein_coding,na
AT1G43710,SDC,1,-1,protein_coding,na
AT5G28350,AT5G28350,5,1,protein_coding,na
AT1G18640,PSP,1,-1,protein_coding,na
AT2G17660,AT2G17660,2,1,protein_coding,na
AT2G16990,AT2G16990,2,1,protein_coding,na
AT3G27906,AT3G27906,3,-1,protein_coding,na
AT4G11521,CRK34,4,1,protein_coding,na
AT1G20816,OEP21A,1,1,protein_coding,na
AT3G52300,ATPQ,3,1,protein_coding,na
AT3G19740,AT3G19740,3,-1,protein_coding,na
AT3G05420,ACBP4,3,1,protein_coding,na
AT3G13580,RPL7D,3,1,protein_coding,na
AT2G18860,AT2G18860,2,1,protein_coding,na
AT1G18890,CPK10,1,-1,protein_coding,na
AT3G01530,MYB57,3,-1,transcription_factor,MYB
AT1G54780,TLP18.3,1,1,protein_coding,na
AT5G07430,PME50,5,1,protein_coding,na
AT4G21690,GA3OX3,4,1,protein_coding,na
AT5G42635,AT5G42635,5,1,protein_coding,na
AT4G14370,AT4G14370,4,-1,protein_coding,na
AT1G24350,AT1G24350,1,-1,protein_coding,na
AT1G65900,AT1G65900,1,-1,protein_coding,na
AT5G44100,CKL7,5,-1,protein_coding,na
AT2G02030,AT2G02030,2,1,protein_coding,na
AT1G27710,AT1G27710,1,1,protein_coding,na
AT1G43010,AT1G43010,1,1,protein_coding,na
AT5G39470,AT5G39470,5,-1,protein_coding,na
AT5G11880,LYSA2,5,-1,protein_coding,na
AT3G59180,AT3G59180,3,1,protein_coding,na
AT5G17740,AT5G17740,5,-1,protein_coding,na
AT3G46340,AT3G46340,3,1,protein_coding,na
AT5G41450,AT5G41450,5,-1,transcription_factor,C3H
AT1G64020,AT1G64020,1,-1,protein_coding,na
AT2G01870,AT2G01870,2,-1,protein_coding,na
AT3G22480,PDF2,3,1,protein_coding,na
AT1G51140,BHLH122,1,-1,transcription_factor,bHLH
AT2G36460,FBA6,2,-1,protein_coding,na
AT2G31180,MYB14,2,-1,transcription_factor,MYB
AT4G27040,VP22-1,4,-1,protein_coding,na
AT3G21220,MKK5,3,1,protein_coding,na
AT4G30980,LRL2,4,-1,transcription_factor,bHLH
AT5G10270,CDKC-1,5,-1,protein_coding,na
AT1G22840,CYTC-1,1,1,protein_coding,na
AT1G32000,AT1G32000,1,-1,protein_coding,na
AT1G11240,AT1G11240,1,-1,protein_coding,na
AT5G27420,ATL31,5,1,protein_coding,na
AT5G21280,AT5G21280,5,-1,protein_coding,na
AT2G37680,AT2G37680,2,-1,protein_coding,na
AT5G42540,XRN2,5,1,protein_coding,na
AT1G28330,DRM1,1,-1,protein_coding,na
AT2G42190,AT2G42190,2,1,protein_coding,na
AT3G46930,AT3G46930,3,1,protein_coding,na
AT2G43240,AT2G43240,2,-1,protein_coding,na
AT3G14780,AT3G14780,3,-1,protein_coding,na
AT5G20920,EIF2B,5,-1,protein_coding,na
AT1G64710,AT1G64710,1,1,protein_coding,na
AT4G30230,AT4G30230,4,1,protein_coding,na
AT3G07800,TK1A,3,-1,protein_coding,na
AT3G19000,AT3G19000,3,-1,protein_coding,na
AT1G73760,AT1G73760,1,-1,transcription_factor,C3H
AT4G31790,AT4G31790,4,1,protein_coding,na
AT4G15900,PRL1,4,1,protein_coding,na
AT5G48730,AT5G48730,5,1,protein_coding,na
AT5G15080,PIX7,5,1,protein_coding,na
AT3G27785,MYB118,3,-1,transcription_factor,MYB
AT5G59860,AT5G59860,5,1,protein_coding,na
AT2G38470,WRKY33,2,1,transcription_factor,WRKY
AT5G65880,AT5G65880,5,1,protein_coding,na
AT1G73180,AT1G73180,1,1,protein_coding,na
AT5G01950,AT5G01950,5,-1,protein_coding,na
AT3G47700,MAG2,3,-1,protein_coding,na
AT2G23560,MES7,2,-1,protein_coding,na
AT1G73390,AT1G73390,1,-1,protein_coding,na
AT1G17490,AT1G17490,1,1,protein_coding,na
AT1G51370,AT1G51370,1,1,protein_coding,na
AT5G04760,AT5G04760,5,-1,transcription_factor,MYB-related
AT4G15735,SCRL10,4,1,protein_coding,na
AT5G36480,AT5G36480,5,-1,protein_coding,na
AT2G20597,AT2G20597,2,1,protein_coding,na
AT3G12940,AT3G12940,3,-1,protein_coding,na
AT1G49140,AT1G49140,1,-1,protein_coding,na
AT3G20100,CYP705A19,3,1,protein_coding,na
AT4G26250,GOLS6,4,1,protein_coding,na
AT2G45380,AT2G45380,2,-1,protein_coding,na
AT3G50890,ZHD7,3,1,transcription_factor,ZF-HD
AT5G06370,AT5G06370,5,-1,protein_coding,na
AT4G13490,AT4G13490,4,-1,protein_coding,na
AT4G17020,AT4G17020,4,-1,protein_coding,na
AT4G02410,LECRK43,4,-1,protein_coding,na
AT2G37870,AT2G37870,2,1,protein_coding,na
AT3G21270,DOF3.1,3,1,transcription_factor,C2C2-Dof
AT5G60900,RLK1,5,-1,nontranslating_CDS,na
AT5G06080,LBD33,5,-1,protein_coding,na
AT5G35700,FIM5,5,-1,protein_coding,na
AT3G26740,CCL,3,1,protein_coding,na
AT3G12600,NUDT16,3,1,protein_coding,na
AT1G47270,TULP6,1,1,transcription_factor,TUB
AT1G72220,ATL54,1,-1,transcription_factor,C3H
AT5G24350,AT5G24350,5,1,protein_coding,na
AT1G14205,AT1G14205,1,1,protein_coding,na
AT1G73240,AT1G73240,1,-1,protein_coding,na
AT2G17975,AT2G17975,2,-1,protein_coding,na
AT5G59590,UGT76E2,5,-1,protein_coding,na
AT4G10280,AT4G10280,4,-1,protein_coding,na
AT2G05720,AT2G05720,2,1,protein_coding,na
AT3G49020,AT3G49020,3,1,protein_coding,na
AT1G26270,PI4KG5,1,-1,protein_coding,na
AT2G34238,AT2G34238,2,1,protein_coding,na
AT3G10060,FKBP16-4,3,1,protein_coding,na
AT1G68890,PHYLLO,1,1,protein_coding,na
AT4G16770,AT4G16770,4,-1,protein_coding,na
AT5G27390,AT5G27390,5,-1,protein_coding,na
AT5G08190,NF-YB12,5,1,transcription_factor,CCAAT-DR1
ATCG00690,PSBT,Pt,1,protein_coding,na
AT4G27480,AT4G27480,4,-1,protein_coding,na
AT2G20050,AT2G20050,2,-1,protein_coding,na
AT1G10660,AT1G10660,1,1,protein_coding,na
AT3G01319,AT3G01319,3,-1,protein_coding,na
AT5G07550,GRP19,5,-1,protein_coding,na
AT1G29060,AT1G29060,1,1,protein_coding,na
AT2G40610,EXPA8,2,-1,protein_coding,na
AT3G14610,CYP72A7,3,1,protein_coding,na
AT2G20720,AT2G20720,2,-1,protein_coding,na
AT1G54850,ACD22.3,1,1,protein_coding,na
AT3G22980,AT3G22980,3,-1,protein_coding,na
AT1G11920,AT1G11920,1,-1,protein_coding,na
AT3G55690,AT3G55690,3,1,protein_coding,na
AT4G08485,AT4G08485,4,-1,protein_coding,na
AT1G54110,AT1G54110,1,1,protein_coding,na
AT5G15780,AT5G15780,5,-1,protein_coding,na
AT4G30970,AT4G30970,4,-1,protein_coding,na
AT3G28900,RPL34C,3,-1,protein_coding,na
AT2G02500,ISPD,2,-1,protein_coding,na
AT5G49555,AT5G49555,5,-1,protein_coding,na
AT5G67210,IRX15-L,5,1,protein_coding,na
AT1G53070,AT1G53070,1,1,protein_coding,na
AT4G00525,AT4G00525,4,1,protein_coding,na
AT3G53342,AT3G53342,3,1,protein_coding,na
AT5G47435,PURU1,5,1,protein_coding,na
AT4G11485,LCR11,4,-1,protein_coding,na
AT5G49110,AT5G49110,5,1,protein_coding,na
AT4G26483,AT4G26483,4,-1,protein_coding,na
AT2G45270,GCP1,2,1,protein_coding,na
AT4G08620,SULTR1;1,4,1,protein_coding,na
AT5G37055,SWC6,5,-1,protein_coding,na
AT3G45230,AT3G45230,3,1,protein_coding,na
AT1G53850,PAE1,1,-1,protein_coding,na
AT5G64290,DIT2-1,5,-1,protein_coding,na
AT3G56080,AT3G56080,3,-1,protein_coding,na
AT1G20150,SBT5.1,1,-1,protein_coding,na
AT2G07707,YMF19,2,1,protein_coding,na
AT2G18010,AT2G18010,2,1,protein_coding,na
AT1G16945,AT1G16945,1,1,protein_coding,na
AT2G01440,RECG,2,-1,protein_coding,na
AT3G14760,AT3G14760,3,1,protein_coding,na
AT1G13485,AT1G13485,1,-1,protein_coding,na
AT1G50010,TUBA4,1,1,protein_coding,na
AT5G24970,AT5G24970,5,-1,protein_coding,na
AT1G29510,SAUR67,1,1,protein_coding,na
AT5G37600,GLN1-1,5,-1,protein_coding,na
AT5G02820,TOP6A,5,1,protein_coding,na
AT5G46860,SYP22,5,-1,protein_coding,na
AT3G20210,dVPE,3,1,protein_coding,na
AT5G08090,AT5G08090,5,1,protein_coding,na
AT1G16880,ACR11,1,1,protein_coding,na
AT5G50562,AT5G50562,5,-1,protein_coding,na
AT4G15093,LIGB,4,1,protein_coding,na
AT5G02370,AT5G02370,5,1,protein_coding,na
AT2G45040,4MMP,2,1,protein_coding,na
AT3G28193,AT3G28193,3,-1,protein_coding,na
AT3G58730,VHA-D,3,-1,protein_coding,na
